rank,college_code,college_name,district,composite_score,selectivity_score,academic_quality_score,branch_strength_score,institutional_quality_score,web_reputation_score,trend_score
386,3854,"Mahath Amma Institute of Engineering and Technology (MIET), Ariyur, Annavasal Road, Illupur Taluk, Pudukkottai District 622101",,43.9157,45.7182,46.1436,42.0492,21.4767,50.0,50.0
387,1524,"Annamalaiar College of Engineering, Modaiyur Village, Polur Taluk, Thiruvannamalai District 606902",,43.8968,45.7182,46.1436,42.0492,19.314,52.5701,50.0
388,2614,"S S M College of Engineering, Komarapalayam, Namakkal District 638183",,43.8877,45.7182,46.1436,42.0492,24.5814,45.3938,50.0
389,1503,"Arulmigu Meenakshi Amman College of Engineering, Vadamavandal,Thiruvannamalai District 604410",,43.8648,45.7182,46.1436,42.0492,20.814,50.0363,50.0
390,1133,"Annai Veilankannis College of Engineering, Gandhi Road, Nedungundram, Chennai 600048",Chengalpattu,43.8626,45.7182,46.1436,42.0492,20.814,50.0,50.0
390,1209,"Pallavan College of Engineering, Thimmasamudram, Kancheepuram District 631502",,43.8626,45.7182,46.1436,42.0492,20.814,50.0,50.0
390,3782,"OASYS Institute of Technology , Pulivalam Village, Musiri Taluk, Tiruchirappalli District 621006",,43.8626,45.7182,46.1436,42.0492,20.814,50.0,50.0
393,2733,"Angel College of Engineering and Technology, P.K.Palayam, Ugayanur Village, Tirupur District 641 665",,43.8012,45.7182,46.1436,42.0492,20.0465,50.0,50.0
393,4978,"Udaya School of Engineering, Ammandivilai Post, Kanyakumari District 629204",,43.8012,45.7182,46.1436,42.0492,20.0465,50.0,50.0
395,2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",,43.801,39.7421,45.8634,32.9937,76.8314,50.0,18.3333
396,5851,"Veerammal Engineering College, PVP Nagar, K.Singrakottai, Dindigul-624708",Dindigul,43.7752,45.7182,46.1436,42.0492,18.8256,51.1943,50.0
397,3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District 622501",,43.7598,47.3743,46.98,49.0331,18.4767,45.3938,16.25
398,4998,"Mahakavi Bharathiyar College of Engineering and Technology, Vasudevanallur, Tenkasi District 627758",,43.7426,45.7182,46.1436,42.0492,19.314,50.0,50.0
399,5010,"Anna University Regional Campus - Madurai, Kanyakumari National Highway, Keelakuilkudi, Madurai District 625019",,43.7126,45.8731,48.6268,34.9874,33.1977,50.0,19.5833
400,1529,"Oxford College of Engineering, Venmani Village, Karaipoondi Post, Polur Taluk, Thiruvannamalai District 606803",,43.7036,45.7182,46.1436,42.0492,18.8256,50.0,50.0
400,5911,"P T R College of Engineering and Technology, Thanapandiyan Nagar, Austinpatty Post, Madurai District 625008",,43.7036,45.7182,46.1436,42.0492,18.8256,50.0,50.0
402,4925,"Sun College of Engineering and Technology, Ammandivilai & Post, Kanyakumari District - 629204",,43.6617,45.7182,46.1436,42.0492,18.3023,50.0,50.0
403,2368,"Vishnu Lakshmi College of Engineering and Technology, Vellalore Post, Coimbatore District 641111",,43.6561,45.7182,46.1436,42.0492,18.2326,50.0,50.0
404,2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam Village, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109",,43.6531,43.5056,43.6992,46.1229,53.7093,50.0,7.5
405,1517,"Thirumalai Engineering College, Kilambi, Kancheepuram District 631551",,43.5439,45.7182,46.1436,42.0492,18.3721,47.9431,50.0
406,4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007",,42.932,43.0216,45.1405,37.62,33.1977,51.1943,45.8333
407,3795,"SRM TRP Engineering College, Irungalur, Manachanallur Taluk, Tiruchirappalli District 621105",,42.5495,39.8245,43.3942,39.4778,68.5698,50.0,5.0
408,2673,"Sree Sakthi Engineering College, Bettathapuram, Bilichi Village, Karamadai, Coimbatore District 641104",,42.3546,41.289,41.4507,43.5062,62.0465,52.1312,2.0833
409,1309,"Meenakshi Sundararajan Engineering College, Kodambakkam, Chennai 600024",Chennai,42.2975,37.4328,38.7954,35.2554,91.1337,51.3274,25.4167
410,4676,"Renganayagi Varatharaj College of Engineering, Salvarpatti, Sivakasi, Virudhunagar District 626128",,42.1435,44.6272,45.0662,46.3342,22.3837,50.0,10.0
411,1413,"Sri Venkateswaraa College of Technology (Autonomous), BHB Nagar, Vadakal Village, Oragadam Post, Sriperumbudur Taluk, Kanchipuram District 602118",,42.0806,41.8506,45.0358,41.1427,39.5814,50.0,14.1667
412,2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",,42.0196,44.6748,45.0144,33.5617,20.2209,50.0,49.5833
413,1419,"Sri Sai Ram Enginering College (Autonomous), West Tambaram, Chennai 600044",,40.563,38.2303,41.4041,31.635,70.7674,50.0,5.8333
414,2725,"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Coimbatore District 641010",,40.3655,38.8803,39.5655,38.9634,60.2151,50.0,10.4167
415,1026,"University College of Engineering, Kancheepuram, Ponnerikarai Campus, NH4, Chennai-Bangalore Highway, Karaipettai Village & Post, Kancheepuram District 631552",,40.2657,40.219,43.563,39.0518,33.1977,50.0,15.0
416,2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",,39.8156,35.7425,42.6637,26.4318,75.6453,50.0,3.75
417,5910,"P S N A Colllege of Engineering and Technology, Dindigul District 624622",,39.7282,37.1796,40.2423,25.606,78.6395,50.0,6.6667
418,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye- Pass, Venkitapuram Post, Comibatore District 641062",,39.5955,34.2538,36.4532,34.919,93.6395,50.0,4.1667
419,1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",Chengalpattu,39.5324,36.5014,40.9731,28.4743,68.3256,50.0,13.3333
420,2736,"Dr. N G P Institute of Technology (Autonomous), Kalapatti Road, Coimbatore District 641035",,39.1976,36.8449,37.707,29.6165,82.6279,45.3938,5.4167
421,1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",Chennai,38.8997,33.3028,36.926,30.3701,91.9826,50.0,7.9167
422,1324,"Sri Sai Ram Institute of Technology (Autonomous), West Tambaram, Chennai 600044",Chennai,38.02,34.3985,37.8228,31.9194,73.0698,50.0,1.6667
423,3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",,36.9597,38.2519,41.6611,32.7098,20.3953,50.0,10.8333
424,2726,"SNS College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035",,36.8455,32.708,36.5559,33.225,69.3023,50.6441,0.8333
425,2618,"Sona College of Technology (Autonomous), Suramangalam Post, Salem District 636005",,34.87,30.7172,36.6777,17.5158,75.4419,52.1312,0.4167
426,5009,"Government College of Engineering, Melachokkanathapuram, Bodinayakkanur, Theni District 625582",,33.62,34.6924,36.5834,33.57,19.314,50.0,2.5
427,1128,"R M K College of Engineering and Technology (Autonomous), Puduvoyal, Gummidipoondi Taluk, Thiruvallur District 601206",,33.289,30.6137,31.8127,32.2738,59.3081,44.8161,3.3333
428,1112,"R M D Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",,32.2216,28.6591,30.1032,25.8975,68.2093,45.3938,9.1667
429,1149,"St. Josephs Institute of Technology (Autonomous), Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",Chennai,31.6621,26.3549,29.2511,24.3704,77.8198,50.0,1.25
430,1210,"Panimalar Engineering College (Autonomous), Nazarethpet, Poonamallee, Chennai 600123",,26.8671,19.206,23.8446,10.1068,94.1453,48.9716,2.9167
